text,spam,
"Subject: reply to your email / ignore my voicemail  vince :  thanks for that . i just wanted to get a sense from you who the right people  are and how i can establish effective contact . when he went on to different  responsibilities , john goodpasture suggested i get the dialog going with the  right commercial people in enron . i will be in your neighborhood in the 200  pm time range and will give you a quick call . that will conserve your  valuable time and hopefully get me in touch with the right people . i am  reading this after your voicemail , so this supersedes that .  dale  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]  sent : tuesday , may 01 , 2001 6 : 03 am  to : dale . nesbitt @ marketpointinc . com  cc : vince . j . kaminski @ enron . com  subject : re : get together this coming tuesday ?  dale ,  i can reserve 2 to 2 : 30 time slot but there is really not much that  i can tell you at this point .  the commercial groups are still interested and are moving  towards the test of the package . as soon as they will decide  to move ahead , we ( research ) shall be involved , helping to evaluate the  product . as i have said , we are not the  decision makers in this case .  i think that we should allow simply the process to run its course .  vince  "" dale m . nesbitt "" on 04 / 30 / 2001 05 : 59 : 30  pm  please respond to  to :  cc :  subject : re : get together this coming tuesday ?  vince :  i will call tomorrow in the morning . lunch or right after lunch would be  great . how would 100 pm work for you ?  dale  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]  sent : monday , april 30 , 2001 3 : 07 pm  to : dale . nesbitt @ marketpointinc . com  cc : kimberly . watson @ enron . com ; vince . j . kaminski @ enron . com  subject : re : get together this coming tuesday ?  dale ,  please , call me on tuesday . my morning schedule is full but i am open in  the afternoon .  vince  "" dale m . nesbitt "" on 04 / 30 / 2001 01 : 51 : 21  am  please respond to  to : "" vincent kaminski "" , "" kimberly s . watson ""  cc :  subject : get together this coming tuesday ?  vince / kim :  i am flying to houston tonight and wondered if it would fit one or both of  your schedules to get together this coming tuesday sometime for 1 / 2 hour or  so . i really want to reinitiate the conversations marketpoint was having  with john goodpasture and you , and he said either or both of you were the  right people to continue after his responsibility shift . john was quite  positive about the idea of enron acquiring marketpoint narg through  license ,  and he implied that one or both of you would be carrying the ball in that  direction after he handed it to you .  would this coming tuesday morning at 930 am be a good time for you guys ?  if  so , please give me an email shout at the above address or leave a message  on  my voicemail at ( 650 ) 218 - 3069 . i think you will be truly impressed with  the  scope and progress we have been able to make with both the short run narg  and the long run narg in which you were interested ( not to mention our  power  model ) . the progress is noticeable since you saw it . both long and short  term narg are having quite an impact on a number of gas decisions at the  moment ranging from venezuelan lng , north american lng import terminals and  term , gas basis calculations , trading support , power plant development ,  gas - to - power price spreads in key markets , veracity of heat rate trades ,  bank financings , storage field evaluation , and which new pipelines we can  expect to see enter and which are dogs .  i really hope we can fit it in and get our discussions moving in a mutually  productive direction again . i think narg can help you become even more  successful , and i look forward to working with you .  we have a new office address and new phone number as well . ( we move in may  1 . )  altos management partners  95 main street , suite 10  los altos , ca 94022  ( 650 ) 948 - 8830 voice  ( 650 ) 948 - 8850 fax  ( 650 ) 218 - 3069 cellular  give the phones a week or so to get "" debugged "" and then switch over .  dale",0,
"Subject: research group "" millenium "" party  hello all !  since we all seemed to survive the "" y 2 k "" bug , we are going to celebrate !  our "" holiday millenium "" party will be this saturday .  see attached for information , if you have questions , please call me at 3 - 5290 .  see you there !  shirley",0,
"Subject: restructuring today - 6 / 23  mark ,  please , tale a look at the attached newsletter . an interesting story on  gaming cal  px . let me know if you have problems opening the document .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 06 / 23 / 2000  05 : 45 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  energy info source on 06 / 23 / 2000 07 : 24 : 22 am  to :  cc :  subject : restructuring today - 6 / 23  energy info source - http : / / www . energyinfosource . com - is privileged to  make available to you a free trial subscription to restructuring today  until july 11 .  restructuring today is the leading daily trade newsletter focused solely  on the deregulation , restructuring and convergence of the electric , natural  gas and telecommunications industries , with a special focus on emerging  markets .  you do not need to do anything to continue to receive this trial . however ,  if you do not want to receive any more trial issues , please reply to us  and with the word "" cancel "" in the subject line .  restructuring today has distinctive industry news and analysis which energy  info source can ' t deliver from the wire services , and at only $ 487 ( regular  price for an individual subscription ) for 250 issues each year , we consider  it a bargain . as a special offer to energy info source users , restructuring  today is offering $ 50 off the regular subscription price .  act before july 14 to receive your $ 50 off !  check out the attached sample , and if you ' d like to order an annual  subscription ,  choose your favorite way :  - hit reply and fill out the subscriber information below .  - for fastest service call 888 - 986 - 2250 today !  - there ' s a handy subscription coupon on the last page of each issue of  restructuring today .  for credit card orders , please use the subscription coupon in the back  of the sample issue or call 888 - 986 - 2250 .  for more information , feel free to email us at custsvc @ energyinfosource . com  or call us at 888 - 986 - 2250 .  requires acrobat reader 3 . 1 or higher . the latest version is available  free at :  - - - - - - - - - - - - - - - - - - - - - -  please begin my subscription to restructuring today right away !  name :  title :  company :  billing address :  address cont . :  city :  st :  zip :  country : usa  phone :  fax :  email address :  [ ] bill me  [ ] call me for my credit card information  - rto 00623 - eis . pdf",0,
"Subject: returned mail : host unknown ( name server : - - - - - - . net : host not found )  the original message was received at tue , 19 jul 2005 05 : 56 : 17 - 0500  from yahoobb 218135092134 . bbtec . net [ 218 . 135 . 92 . 134 ]  - - - - - the following addresses had permanent fatal errors - - - - -  - - - - - transcript of session follows - - - - -  550 . . . host unknown ( name server : - - - - - - . net : host not found )",1,
"Subject: reviewer approval  please note that your employees have suggested the following people to  complete a feedback form on their behalf . you will need to access the  performance management system ( pep ) to either approve or decline these  suggested reviewers . once you have approved the suggested reviewers they  will be notified and can begin completing the feedback form .  your list of employees that have suggested reviewers are listed below :  date suggested : jun 09 , 2000  feedback due date : jun 16 , 2000  employee name : roberts , michael a",0,
"Subject: reviewer approval  please note that your employees have suggested the following people to  complete a feedback form on their behalf . you will need to access the  performance management system ( pep ) to either approve or decline these  suggested reviewers . once you have approved the suggested reviewers they  will be notified and can begin completing the feedback form .  your list of employees that have suggested reviewers are listed below :  date suggested : may 24 , 2000  feedback due date : jun 16 , 2000  employee name : crenshaw , shirley j  date suggested : jun 01 , 2000  feedback due date : jun 16 , 2000  employee name : gibner , peyton s  date suggested : may 19 , 2000  feedback due date : jun 16 , 2000  employee name : kollaros , alexios  date suggested : may 22 , 2000  feedback due date : jun 16 , 2000  employee name : krishnarao , pinnamaneni v  date suggested : may 22 , 2000  feedback due date : jun 16 , 2000  employee name : shanbhogue , vasant",0,
"Subject: risk magazine - enron sponsored issue on energy derivatives  i have recently come on board as treasurer , enron india . prior to joining ,  i was with reliance industries , a petrochemical conglomerate in india .  the central banking authorities are now thinking of permitting  corporates to hedge their oil and other related risks . i believe the  literature published  by risk in collaboration with enron has come to be considered as an  industry standard . would it be possible to arrange for two copies to be sent  across to us .  thanx n regards  g . subramaniam  treasurer ,  enron india pvt . ltd .  36 , maker chambers vi ,  nariman point ,  mumbai 400 021",0,
"Subject: rotation of leandro "" roy "" ibasco  hello celeste :  plans are in the works to rotate roy ibasco from the research group into  henry arora ' s group . vanessa carranza is handling the churn request . i am  not sure of the rotation date , but we need his desk by the 15 th for gwyn  koepke .  you probably already know all of this , but just in case .  shirley  3 - 5290",0,
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialis has a lot of advantages over viagra  - the effect lasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohoi ! we ship to any country !  get it right now ! . ,1,
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialis has a lot of advantages over viagra  - the effect lasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohol ! we ship to any country !  get it right now ! . ,1,
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialis has a lot of advantages over viagra  - the effect iasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohol ! we ship to any country !  get it right now ! . ,1,
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialls has a iot of advantages over viaqra  - the effect lasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohol ! we ship to any country !  get it riqht now ! . ,1,
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactly when you want .  ciaiis has a iot of advantaqes over viagra  - the effect iasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohol ! we ship to any country !  get it riqht now ! . ,1,
"Subject: save your money by getting an oem software !  need in software for your pc ? just visit our site , we might have what you need . . .  best regards ,  alyssa ",1,
"Subject: schedules , maps , etc .  gentlemen :  attached is a schedule of activities as well as maps and driving  instructions for those who are driving to campus friday morning . the dress  for friday is casual ( no ties , sport shirts and jackets if you wish ) .  for those of you who have asked about thursday night ' s dinner please note  that we have pushed it up to 6 - 8 pm at ninfa ' s mexican restaurant . at this  point i plan to pick up bennett s . and don c . from the marriott before 6  and will do the same for anyone else ( let me know ) . the restaurant is in  easy walking distance of the hilton and marriott .  please note the times for your individual interviews / video taping on  friday . some of you are leaving early so we are taping you from 11 - 12  friday morning while others are being taped after the program is over .  i ' m sure i ' ve forgotten something so you ' ll probably get more e - mails .  however , this should take care of the primary stuff . i ' m really looking  forward to seeing all of you and to hearing your thoughts in the workshops .  more later ,  john  - schedule _ map . doc  john d . martin  carr p . collins chair in finance  finance department  baylor university  po box 98004  waco , tx 76798  254 - 710 - 4473 ( office )  254 - 710 - 1092 ( fax )  j _ martin @ baylor . edu  web : http : / / hsb . baylor . edu / html / martinj / home . html",0,
"Subject: search engine position  be the very first listing in the top search engines immediately .  our company will now place any business with a qualified website  permanently at the top of the major search engines guaranteed never to move  ( ex : yahoo ! , msn , alta vista , etc . ) . this promotion includes unlimited  traffic and is not going to last long . if you are interested in being  guaranteed first position in the top search engines at a promotional fee ,  please contact us promptly to find out if you qualify via email at  searchl 1 @ telefonica . net . pe it ' s very important to include the url ( s ) if you  are interested in promoting ! ! ! this is not pay per click . examples will  be provided .  this promotion is only valid in the usa and canada .  sincerely ,  the search engine placement specialists  if you wish to be removed from this list , please respond to the following  email address and type the word "" remove "" in your subject line :  search 6 @ speedy . com . pe",1,
"Subject: search for the best and cheapest pharmacy online  save 80 % over the brandnames like viagra , cialis and propecia  anatomy is destiny .  oh , what a dear ravishing thing is the beginning of an amour !  it is not every question that deserves an answer .",1,
Subject: security alert - confirm your national credit union information  - - > ,1,
"Subject: select small - cap for astute investors  momentum alert issued for july 18 , 2005  explosive pick for our members  ! ! ! ride the stairway to heaven ! ! ! !  good day to all broker ' s , day trader ' s and investor ' s world stock report  has become famous with some great stock picks in the otc , small cap  market ' s ! ! ! here at world stock report we work on what we here from  the street . rumor ' s circulating and keeping the focus on the company ' s  news . we pick our companies based on there growth potential . we focus on  stocks that have great potential to move up in price ! ! ! while giving  you liquitity .  our latest pick is cdgt .  symbol : cdgt  current price : $ 3 . 42  short term 5 day projection : $ 7 - 9  we give it to you again as a gift and this is why .  * * * * * * press release * * * * * * * * * * * * press release * * * * * * * * * * * * press release * * * * * *  press release source : china digital media corporation  press release  china digital media corporation announces an acquisition of a media and  advertising agent in china  hong kong , july 13 / xinhua - prnewswire / - - china digital media corporation  ( "" digimedia "" ) ( otc : cdgt ; otc bulletin board : cdgt ) with its subsidiaries  ( together the "" group "" ) announced today that the group signed a shares  transfer agreement ( the "" agreement "" ) to acquire an advertising sales agent ,  guangdong m - rider media company limited ( "" guangdong m - rider "" ) , a limited  company registered in guangdong in the peoples republic of china . the  principal operating activities of guangdong m - rider are in design ,  production and distribution of advertisements through television channels .  guangdong m - rider is one of the top five reputed advertising agents in the  guangdong province and is currently a sole advertising distributor for a  number of television channels in guangdong province and in guangzhou city .  pursuant to the terms of the agreement , the group will acquire a 100 % equity  interest in guangdong m - rider for a total consideration of rmb 1 , 090 , 000 in  cash and rmb 7 , 500 , 000 worth of digimedia . s restricted common shares . the  management of guangdong m - rider in the agreement warrants that the net  operating cash inflow in the first year will not be less than rmb  10 , 000 , 000 .  remember this is a stong buy recommendation . . .  disclaimer :  information within this email contains "" forwardlooking statements "" within  the meaning of section 27 aof the securities act of 1933 and section 21 b of  the securities exchange act of 1934 . any statements that express or involve  discussions with respect to predictions , expectations , beliefs ,  plans , projections , objectives , goals , assumptions or future events or  performance are not statements of historical fact and may be "" forward  looking statements "" . "" forward looking statements "" are based on  expectations , estimates and projections at the time the statements are made  that involve a number of risks and uncertainties which could cause actual  results or events to differ materially from those presently anticipated .  forward looking statements in this action may be identified through the use  of words such as "" projects "" , "" foresee "" , "" expects "" , "" will "" , "" anticipates "" ,  "" estimates "" , "" believes "" , "" understands "" or that by statements indicating  certain actions "" may "" , "" could "" , or "" might "" occur . risk factors include  general economic and business conditions , the ability to acquire and develop  specific projects , the ability to fund operations and changes in consumer  and business consumption habits and other factors overwhich the company has  little or no control . the publisher of this newsletter does not represent  that the information contained in this message states all material facts or  does not omit a material fact necessary to make the statements therein not  misleading . all information provided within this email pertaining to  investing , stocks , securities must be understood as information provided and  not investment advice . the publisher of this newsletter advises all readers  and subscribers to seek advice from a registered professional securities  representative before deciding to trade in stocks featured within this  email . none of the material within this report shall be construed as any  kind of investment advice or solicitation . many of these companies are on  the verge of bankruptcy . you can lose all your money by investing in this  stock . we urge you to read the company ' s sec filings now , before you invest .  the publisher of this newsletter is not a registered invstment advisor .  subscribers should not view information herein as legal , tax , accounting or  investment advice . in compliance with the securitiesact of 1933 , section  17 ( b ) , the publisher of this newsletter is contracted to receive six hundred  thousand free trading shares from a third party , not an officer , director or  affiliate shareholder for the circulation of this report . be aware of an  inherent conflict of interest resulting from such compensation due to the  fact that this is a paid advertisement and is not without bias . the party  that paid us has a position in the stock they will sell at anytime without  notice . this could have a negative impact on the price of the stock , causing  you to lose money . all factual information in this report was gathered from  public sources , including but not limited to sec filings , company websites  and company press releases . the publisher of this newsletter believes this  information to be reliable but can make no guarantee as to its accuracy or  completeness . use of the material within this email constitutes your  acceptance of these terms .",1,
"Subject: shalesh  jim ,  clarification regarding shalesh ' transfer to ebs .  the request to rotate shalesh out of research into ebs  came from ravi thuraisingham . my understanding was that it was  fully coordinated with you and i was more than happy to oblige .  shalesh is concerned that his integrity is being questioned and i can assure  you that he was not the instigator of the move .  my impression is that shalesh is doing a very good job and ravi is very happy  him . i shall be glad to keep him in the research group in his current role .  have a good 4 th of july .  vince",0,
"Subject: subscribe  this message has been automatically generated in response to your  mckinseyquarterly . com registration .  you requested notification about new articles in the categories  listed below . to confirm your enrollment , please reply to this  message and remove any / all characters that may preceed the  word subscribe .  subscribe economic - performance  subscribe retail  subscribe environment  subscribe countries  subscribe strategy  subscribe interviews  subscribe financial - institutions  subscribe energy  subscribe telecommunications  subscribe corporate - finance  subscribe electronic - commerce",0,
"Subject: summary of dabhol lenders ' presentation  vince / stinson ,  please find below a summary of the presenation given to lenders at the april 23 rd meeting in london .  the key points that emerge are :  phase ii will require commitments of about $ 700 mm to complete ( phase i + ii total $ 3 . 2 billion )  several commercial issues are getting severe in the current environment in india , could result in cost escalations  makes the case that mseb does not have the financial strength to absorb phase ii power  management to seek authority to serve preliminary termination notice ( ptn ) , triggering a 6 month cure period  a copy of the full presenation is available .  regards ,  sandeep .",0,
"Subject: telephone interview with the enron research group  good morning ms . knirel :  vince kaminski and several members of the research group would like  to conduct a telephone interview with you sometime this week at your  convenience . please let me know the times that you are available and  they will contact you .  the telephone interviews usually last approximately 1 hour and will be  conducted via a speaker phone .  the interviewers will be :  vince kaminski managing director and head of research  stinson gibner vice president , research  tanya tamarchenko director , research  zimin lu director , research  look forward to hearing from you .  best regards ,  shirley crenshaw  administrative coordinator  enron research group",0,
"Subject: the big unit  within a few days you should notice immediate erection size increases  forget about your partner faking her orgasm or not being able to please  her . you will be able to penetrate deeper so your partner will experience  more pleasure as well as multiple orgasms during sexual intercourse .  86 % of women surveyed said that they would like their partner to be more  ' full ' sexually .  check out the only male  enhancement formula with a free dvd  my girlfriend has been blown away by the gains i have achieved with your  black label formula and the exercises . she said i should join the circus ,  and for the first time it felt like a compliment ! - ben , new zealand  po box in link above and you can say no thank you for future  no living person , continued the demon , has ever before been favored with  such comforting devices for the preservation and extension of human life as  yourself . you seem quite unappreciative , it is true ; but since our  connection i have come to realize that you are but an ordinary boy , with  many boyish limitations ; so i do not condemn your foolish actions too  harshly  that is kind of you , said rob ",1,
Subject: the credit law is on your side jm ! get perfect credit now !  i will show you how you can quickly and easily improve your credit to a perfect rating !  click here now for full free details ! ,1,
Subject: the stock trading gunslinger  fanny is merrill but muzo not colza attainder and penultimate like esmark perspicuous ramble is segovia not group try slung kansas tanzania yes chameleon or continuant clothesman no  libretto is chesapeake but tight not waterway herald and hawthorn like chisel morristown superior is deoxyribonucleic not clockwork try hall incredible mcdougall yes hepburn or einsteinian earmark no  sapling is boar but duane not plain palfrey and inflexible like huzzah pepperoni bedtime is nameable not attire try edt chronography optima yes pirogue or diffusion albeit no ,1,
"Subject: title  dear mr . kaminski ,  ?  i hope i got your title right . i looked everywhere for it and i could not  find it . in one of the numerous discussions i had with professor shreve  about you i remember having heard "" head of research "" . . . probably energy , but  that i could not recall . is this ok ? also i would like to have the title of  the conference , it is useful !  ?  finnally , there is a request for your e - mail by a phd student , do you allow  me to provide this info ?  ?  ?  sincerely ,  ?  pierre - philippe ste - marie  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  pstemarie . homestead . com",0,
"Subject: to ops - revised february bod approved risk management policy  fyi  - - - - - - - - - - - - - - - - - - - - - - forwarded by cassandra schultz / na / enron on 02 / 18 / 2001  10 : 44 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : cassandra schultz  02 / 18 / 2001 10 : 26 pm  to : bob m hall / na / enron @ enron , leslie reeves / hou / ect @ ect , jeffrey c  gossett / hou / ect @ ect , peggy hedstrom / cal / ect @ ect , stacey w white / hou / ect @ ect ,  brent a price / hou / ect @ ect , scott earnest / hou / ect @ ect , sheila  glover / hou / ect @ ect , d todd hall / hou / ect , cindy horn / lon / ect @ ect , brenda f  herod / hou / ect @ ect , mike jordan / lon / ect @ ect , howard carter / eu / enron @ enron ,  andrew cornfield / lon / ect @ ect , james new / lon / ect @ ect , orjan  agdesteen / osl / ect @ ect , james new / lon / ect @ ect , marcelo parra / nyc / mgusa @ mgusa ,  louis colarusso / nyc / mgusa @ mgusa , heidi  mason / enron _ development @ enron _ development , jan - erland bekeng / ap / enron @ enron ,  kevin rhodes / eu / enron @ enron , naomi connell / lon / ect @ ect  cc : sally beck , shona wilson , chris abel  subject : to ops - revised february bod approved risk management policy  attached is the revised risk management policy incorporating the bod ' s  changes - please discard the previously circulated version i sent out prior  to the bod meeting . i ' ve also included a recap of substantive changes since  the october 2000 version that was circulated to you in conjuction with the  compliance certificates last fall , but you should read the policy to enhance  your understanding , and distribute it to your groups as some changes are  significant and are detailed further in the policy . i did notify the office  of the chair for each of your business units of these changes earlier this  week , and i will also provide them with a copy of the revised policy .  if you have any questions , feel free to give me a call at x 30429 .  regards ,  cassandra schultz  market risk management",0,
"Subject: top - level logo and business identity  corporate image can say a lot of things about your  company . contemporary rhythm of life is too dynamic . sometimes it takes oniy  several seconds for  your company to be remembered or to be lost among competitors .  get your logo , business stationery or website done  riqht now !  fast turnaround : you wiil see severai ioqo variants  in three business days .  satisfaction quaranteed : we provide unlimited  amount of changes ; you can be sure : it wiil meet your needs and fit your  business .  fiexible discounts : iogo improvement , additional  formats , bulk orders , special packages .  creative design for  competitive price : have a look at it right now !",1,
"Subject: transmission roundtable  everyone ,  several of us have talked about starting an ongoing meeting that we can use  as a platform to discuss various transmission issues .  i invite everyone to our first meeting , i have received names from several  different sources for the invitation list . if any of you feel that others  should be present please let me know .  vince has agreed that the research group will sponsor this activity and our  first meeting is scheduled for friday , december 8 th . , from 11 : 30 - 1 : 00 .  please rsvp to anita dupont whether or not you will be able to attend and  your lunch preference for sandwiches or salads . anita ' s extension is 30329  and her e - mail is adupont @ enron . com .  regards ,  lance",0,
"Subject: transportation for m . gillis and g . whitaker for post presentation  celebration at enron box at enron field  hi judith !  i have a special parking ticket for malcolm and gil to use in dr . gillis ' s car . then , i ' ll have a car pick up gil when he ' s ready to leave the game - - we ' ll take care of everything ( thanks for offering ) - - we ' re really looking forward to the event !  best regards for a great weekend !  - - christie .  - - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 05 / 04 / 2001 04 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  judith duvall on 05 / 04 / 2001 02 : 09 : 26 pm  to : christie . patrick @ enron . com  cc :  subject : re : rice alp final presentation and post presentation celebration at enron box at enron field  christie :  could you please fill me in on the logistics ? dr . gillis and gil whitaker  will  be at the apl project presentation at enron at 4 p . m . . further , they both  plan  to attend the dinner at enron field . however , dr . gillis must skip the  game due  to an early morning breakfast the next day . will you provide special parking  at the dinner / game ? i think dr . g and gil will go together , then i will have  dr . gillis picked up by limo , at approximately 8 : 00 p . m . does this sound  feasible ?  judith duvall  at 10 : 00 am 5 / 4 / 01 - 0500 , you wrote :  > hi friends !  >  > the big rice - alp final presentation day is almost here : monday , may 7 th ,  > 4 pm , at enron , 1400 smith . please come to the enron lobby and ask for  > me or my assistant , melinda mccarty .  >  > after the presentation , you are cordially invited to dinner and an astro ' s  > game ( vs phillies ) at the enron box at enron field . as participation in  > the enron box at enron field is limited to this special invitation list  > only , please confirm your attendance via return email , or via voice mail to  > me at 713 - 853 - 6117 asap .  >  > we ' re very excited about the work the rice alp team has done and we ' re all  > greatly looking forward to the presentation .  >  > hope to see everyone monday ! !  >  > best regards !  >  > - - christie .  >  >  >  judith duvall  secretary to the president  rice university  6100 main street - - msl  houston , tx 77005  713 / 348 - 4601  713 / 348 - 5271 ( fax )",0,
"Subject: two - settlement xml / csv conversion utilities  message sent from the pjm - customer - info mailing list at  pjm - customer - info @ majordomo . pjm . com :  the two - settlement xml / csv conversion utilities are now available for  download  from the pjm web site . the zip file containing the required programs and  examples can be downloaded from  please do not reply to this message . if you have a question for pjm customer  relations and training , please send an e - mail to custsvc @ pjm . com .  to unsubscribe from this list , send an e - mail to majordomo @ majordomo . pjm . com  containing only the following line in the body of the e - mail :  unsubscribe pjm - customer - info",0,
"Subject: unbelievable new homes made easy  im wanting to show you this  homeowner  you have been pre - approved for a $ 454 , 169 home loan at a 3 . 72 fixed rate .  this offer is being extended to you unconditionally and your credit is in no way a factor .  to take advantage of this limited time opportunity  all we ask is that you visit our website and complete  the 1 minute post approval form  look foward to hearing from you ,  dorcas pittman",1,
"Subject: undeliverable : home based business for grownups  your message  subject : home based business for grownups  sent : sun , 21 jan 2001 09 : 24 : 27 + 0100  did not reach the following recipient ( s ) :  75 @ tfi . kpn . com on mon , 25 feb 2002 13 : 32 : 23 + 0100  the recipient name is not recognized  the mts - id of the original message is : c = us ; a = ; p = ptt  telecom ; l = mtpi 70590202251232 fjt 4 d 8 q 5  msexch : ims : kpn - telecom : i : mtpi 7059 0 ( 000 co 5 a 6 ) unknown recipient",1,
"Subject: update your account information  dear client of lasalle bank ,  technical services of the  lasalle bank are carrying out a planned software upgrade . we earnestly ask you  to visit the following link to start the procedure of confirmation on customers  data .  to get started , please click  the link below :  this instruction has been sent  to all bank customers and is obligatory to fallow .  thank you ,  lasalle bank customers support service . ",1,
Subject: updated presentation  i added guadalupe ' s experience .,0,
"Subject: use this handy interest calculator to get current rate information . yommc  use this handy interest calculator to get current rate availability data , without giving out any personal or private information .  this was sent to you by an mediagroup for smartmortgageusa . if you have any questions , you may contact sm - usa at : offer up , attn : smartmortgageusa , p . o . box 78361 , san francisco , ca 94107 - 8361 . if you wish to exclude yourself from future sm - usa items please use this to go to the website and then use the choice at the bottom of the page .  wwcidawgmcln",1,
"Subject: v - shoop  hello , welcome to the medzonli cloaca ne  - online pharmaceutical valorize shop .  v icelandic a  u casket m trickery vi  r needlegun ac expedite i  undisciplined is  substantival li  a incurve g  a theology l  andmanyother .  with our bloodshed shop you get -  bes splenic t prlces  exc uncoined ellent service  fa rhapsodical st shipping  private o suffocation nline ordering  have a nice day .",1,
"Subject: video conference with ross mcintyre  vince ,  you should have received an invitation through lotus notes which outlines the  vc location for the conference call tomorrow . it is schedule for 4 : 30 pm uk  time ( 10 : 30 am houston time )  ross ' s background is from investment banking ex dresner bank , he has a phd in  mathematical and is currently with speedwell weather derivatives where he has  been developing weather derivative pricing and portfolio optimisation tools  which they have been marketing to end - users with weather risks .  the attached word documents are articles that he has written for publication .  regards  nick mooney  - mcs . doc  - analytic . doc  - par . doc",0,
"Subject: vince kaminski ' s discussion notes for the enterprise wide risk  management meeting , january 21  attached please find the discussion notes for the offsite meeting on  friday , february 4 th .  if you have any questions or comments , please let me know .  vince kaminski ( by shirley crenshaw )  3 - 3848",0,
"Subject: vince kaminski ' s itinerary - week of 9 / 30 - 10 / 7 / 00  professor martin :  attached is vince ' s itinerary . let me know if you need anything else .  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 09 / 27 / 2000  11 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  09 / 27 / 2000 10 : 45 am  to : "" john d . martin "" @ enron  cc : shirley crenshaw / hou / ect @ ect , vince j kaminski / hou / ect @ ect  subject : re : hello vince  john ,  i shall be in paris and london next week . we can schedule a call sometimes  next week . i shall ask my assistant to send you my itinerary . a late call  ( paris time )  would work for me . the time difference is 6 hours . this would mean a call  sometimes around 3 - 4 p . m . our time .  please , indicate which day works best for you .  vince  "" john d . martin "" on 09 / 27 / 2000 09 : 45 : 50 am  to : vince . j . kaminski @ enron . com  cc :  subject : re : hello vince  vince ,  good morning . unfortunately i ' ll be in milwaukee visiting harley - davidson  about a book revision project both thursday and friday . how about early  next week . i appreciate your patience with me . when you suggested a time  last week i was "" unprepared "" and embarassed to call and expose my  ignorance . since then i have re - read the enron gas services case and have  a pretty good feel for how you guys have melded the physical and financial  sides of the business . the other theme that i have heard many enron  speakers use is the "" de - regulation "" of markets . this certainly played a  factor in the power business and presumeably was behind the water business .  if you ' ll let me know when it ' s convenient to call next week i ' ll have some  notes put together . i ' m teaching a class for a colleague on monday so  anytime after that is great .  thanks and hope you had a pleasant trip .  john  p . s . i saw that the univ of new orleans has an energy finance endowed  chair for a financial economist open . if you ever decide to move back to  the life of poverty of an academic i would love to recommend you for such a  post .  at 08 : 26 am 9 / 27 / 00 - 0500 , you wrote :  >  > john ,  >  > what about thursday , 10 : 30 a . m . ? i have just come back from europe  > last night and i am trying to organize my schedule for the next few days .  >  > my phone number is 713 853 3848 .  >  >  > vince  >  >  >  >  >  >  > "" john d . martin "" on 09 / 22 / 2000 01 : 57 : 47 pm  >  > to : vkamins @ enron . com  > cc :  > subject : hello vince  >  >  > vince ,  >  > can i call you tuesday morning about our writing project ? i have to be in  > austin for a dental appointment on monday at noon and that will probably  > wipe out the day . give me a time and number where i can reach you .  >  > john  >  >  > john d . martin  > carr p . collins chair in finance  > finance department  > baylor university  > po box 98004  > waco , tx 76798  > 254 - 710 - 4473 ( office )  > 254 - 710 - 1092 ( fax )  > j _ martin @ baylor . edu  > web : http : / / hsb . baylor . edu / html / martinj / home . html  >  >  >  >  john d . martin  carr p . collins chair in finance  finance department  baylor university  po box 98004  waco , tx 76798  254 - 710 - 4473 ( office )  254 - 710 - 1092 ( fax )  j _ martin @ baylor . edu  web : http : / / hsb . baylor . edu / html / martinj / home . html",0,
